method_glfc, task_size_6, learning_rate_0.1, started_at_20260408_052521
Task: 0, Round: 0 | TrainLoss: 0.3161 | EvalLoss: 3.0211 | Acc: 23.87% | Prec: 11.83% | Rec: 30.28% | F1: 16.22%
Task: 1, Round: 24 | TrainLoss: 0.0947 | EvalLoss: 1.7732 | Acc: 30.19% | Prec: 25.40% | Rec: 24.84% | F1: 13.19%
Task: 1, Round: 25 | TrainLoss: 0.0944 | EvalLoss: 1.7663 | Acc: 30.20% | Prec: 25.52% | Rec: 24.85% | F1: 13.26%
Task: 1, Round: 26 | TrainLoss: 0.0940 | EvalLoss: 1.7612 | Acc: 30.20% | Prec: 25.76% | Rec: 24.87% | F1: 13.47%
Task: 1, Round: 27 | TrainLoss: 0.0937 | EvalLoss: 1.7599 | Acc: 30.21% | Prec: 25.84% | Rec: 24.87% | F1: 13.53%
Task: 1, Round: 28 | TrainLoss: 0.0935 | EvalLoss: 1.7540 | Acc: 30.27% | Prec: 26.03% | Rec: 24.99% | F1: 13.64%
Task: 1, Round: 29 | TrainLoss: 0.0933 | EvalLoss: 1.7518 | Acc: 30.38% | Prec: 26.12% | Rec: 25.11% | F1: 13.79%
Task: 2, Round: 30 | TrainLoss: 0.1219 | EvalLoss: 2.2386 | Acc: 24.91% | Prec: 13.01% | Rec: 17.07% | F1: 8.47%
Task: 2, Round: 31 | TrainLoss: 0.1156 | EvalLoss: 2.1560 | Acc: 24.78% | Prec: 12.74% | Rec: 16.88% | F1: 8.28%
Task: 2, Round: 32 | TrainLoss: 0.1119 | EvalLoss: 2.1179 | Acc: 24.40% | Prec: 6.83% | Rec: 16.62% | F1: 8.03%
Task: 2, Round: 33 | TrainLoss: 0.1110 | EvalLoss: 2.1015 | Acc: 24.42% | Prec: 9.44% | Rec: 16.58% | F1: 8.20%
Task: 2, Round: 34 | TrainLoss: 0.1095 | EvalLoss: 2.0933 | Acc: 24.45% | Prec: 17.46% | Rec: 16.48% | F1: 8.26%
Task: 2, Round: 35 | TrainLoss: 0.1088 | EvalLoss: 2.0974 | Acc: 27.92% | Prec: 18.64% | Rec: 20.45% | F1: 12.97%
Task: 2, Round: 36 | TrainLoss: 0.1083 | EvalLoss: 2.0903 | Acc: 30.40% | Prec: 13.14% | Rec: 23.04% | F1: 14.42%
Task: 2, Round: 37 | TrainLoss: 0.1079 | EvalLoss: 2.0886 | Acc: 35.08% | Prec: 15.37% | Rec: 27.60% | F1: 16.66%
Task: 2, Round: 38 | TrainLoss: 0.1076 | EvalLoss: 2.0813 | Acc: 35.31% | Prec: 17.73% | Rec: 28.62% | F1: 17.99%
Task: 2, Round: 39 | TrainLoss: 0.1073 | EvalLoss: 2.0784 | Acc: 35.73% | Prec: 19.35% | Rec: 30.69% | F1: 19.58%
Task: 2, Round: 40 | TrainLoss: 0.1070 | EvalLoss: 2.0723 | Acc: 36.15% | Prec: 20.12% | Rec: 31.88% | F1: 20.56%
Task: 2, Round: 41 | TrainLoss: 0.1067 | EvalLoss: 2.0630 | Acc: 36.16% | Prec: 20.56% | Rec: 32.20% | F1: 20.84%
Task: 2, Round: 42 | TrainLoss: 0.1064 | EvalLoss: 2.0513 | Acc: 36.21% | Prec: 20.75% | Rec: 32.23% | F1: 20.94%
Task: 2, Round: 43 | TrainLoss: 0.1061 | EvalLoss: 2.0418 | Acc: 36.28% | Prec: 20.80% | Rec: 32.44% | F1: 21.01%
Task: 2, Round: 44 | TrainLoss: 0.1059 | EvalLoss: 2.0384 | Acc: 36.80% | Prec: 20.81% | Rec: 33.05% | F1: 21.57%
Task: 3, Round: 45 | TrainLoss: 0.1136 | EvalLoss: 2.0737 | Acc: 29.66% | Prec: 11.35% | Rec: 18.82% | F1: 12.46%
Task: 3, Round: 46 | TrainLoss: 0.1120 | EvalLoss: 2.0677 | Acc: 28.83% | Prec: 11.50% | Rec: 19.23% | F1: 12.16%
Task: 3, Round: 47 | TrainLoss: 0.1109 | EvalLoss: 2.0637 | Acc: 28.84% | Prec: 11.16% | Rec: 19.67% | F1: 12.14%
Task: 3, Round: 48 | TrainLoss: 0.1101 | EvalLoss: 2.0603 | Acc: 28.84% | Prec: 11.58% | Rec: 19.78% | F1: 12.17%
Task: 3, Round: 49 | TrainLoss: 0.1095 | EvalLoss: 2.0601 | Acc: 28.85% | Prec: 11.77% | Rec: 19.82% | F1: 12.15%
Task: 3, Round: 50 | TrainLoss: 0.1107 | EvalLoss: 2.0514 | Acc: 28.84% | Prec: 12.29% | Rec: 19.79% | F1: 12.16%
Task: 3, Round: 51 | TrainLoss: 0.1092 | EvalLoss: 2.0585 | Acc: 28.83% | Prec: 12.29% | Rec: 19.80% | F1: 12.14%
Task: 3, Round: 52 | TrainLoss: 0.1087 | EvalLoss: 2.0598 | Acc: 28.82% | Prec: 12.33% | Rec: 19.79% | F1: 12.12%
Task: 3, Round: 53 | TrainLoss: 0.1084 | EvalLoss: 2.0598 | Acc: 28.80% | Prec: 11.57% | Rec: 19.76% | F1: 12.06%
Task: 3, Round: 54 | TrainLoss: 0.1080 | EvalLoss: 2.0600 | Acc: 28.77% | Prec: 9.75% | Rec: 19.74% | F1: 12.03%
Task: 3, Round: 55 | TrainLoss: 0.1078 | EvalLoss: 2.0605 | Acc: 28.76% | Prec: 9.78% | Rec: 19.74% | F1: 12.06%
Task: 3, Round: 56 | TrainLoss: 0.1075 | EvalLoss: 2.0583 | Acc: 28.88% | Prec: 13.92% | Rec: 19.81% | F1: 12.13%
Task: 3, Round: 57 | TrainLoss: 0.1073 | EvalLoss: 2.0612 | Acc: 28.90% | Prec: 13.91% | Rec: 19.81% | F1: 12.16%
Task: 3, Round: 58 | TrainLoss: 0.1072 | EvalLoss: 2.0621 | Acc: 29.00% | Prec: 13.92% | Rec: 19.85% | F1: 12.26%
Task: 3, Round: 59 | TrainLoss: 0.1070 | EvalLoss: 2.0616 | Acc: 29.08% | Prec: 13.92% | Rec: 19.88% | F1: 12.34%
Task: 4, Round: 60 | TrainLoss: 0.0878 | EvalLoss: 2.0396 | Acc: 28.87% | Prec: 11.21% | Rec: 15.86% | F1: 9.75%
Task: 4, Round: 61 | TrainLoss: 0.0870 | EvalLoss: 2.0371 | Acc: 28.79% | Prec: 11.20% | Rec: 15.82% | F1: 9.70%
Task: 4, Round: 62 | TrainLoss: 0.0868 | EvalLoss: 2.0379 | Acc: 28.77% | Prec: 9.20% | Rec: 15.81% | F1: 9.68%
Task: 4, Round: 63 | TrainLoss: 0.0867 | EvalLoss: 2.0412 | Acc: 28.78% | Prec: 9.20% | Rec: 15.81% | F1: 9.79%
Task: 4, Round: 64 | TrainLoss: 0.0866 | EvalLoss: 2.0438 | Acc: 28.79% | Prec: 9.08% | Rec: 15.82% | F1: 9.80%
Task: 4, Round: 65 | TrainLoss: 0.0866 | EvalLoss: 2.0454 | Acc: 28.81% | Prec: 9.32% | Rec: 15.82% | F1: 9.82%
Task: 4, Round: 66 | TrainLoss: 0.0865 | EvalLoss: 2.0466 | Acc: 28.81% | Prec: 9.26% | Rec: 15.82% | F1: 9.81%
Task: 4, Round: 67 | TrainLoss: 0.0864 | EvalLoss: 2.0472 | Acc: 29.05% | Prec: 9.36% | Rec: 15.89% | F1: 9.95%
Task: 4, Round: 68 | TrainLoss: 0.0864 | EvalLoss: 2.0468 | Acc: 29.06% | Prec: 9.37% | Rec: 15.89% | F1: 9.97%
Task: 4, Round: 69 | TrainLoss: 0.0864 | EvalLoss: 2.0481 | Acc: 29.07% | Prec: 11.03% | Rec: 15.89% | F1: 9.96%
Task: 4, Round: 70 | TrainLoss: 0.0863 | EvalLoss: 2.0506 | Acc: 29.05% | Prec: 9.36% | Rec: 15.88% | F1: 9.96%
Task: 4, Round: 71 | TrainLoss: 0.0863 | EvalLoss: 2.0499 | Acc: 29.07% | Prec: 12.70% | Rec: 15.89% | F1: 9.95%
Task: 4, Round: 72 | TrainLoss: 0.0863 | EvalLoss: 2.0532 | Acc: 29.05% | Prec: 12.71% | Rec: 15.87% | F1: 9.96%
Task: 4, Round: 73 | TrainLoss: 0.0862 | EvalLoss: 2.0557 | Acc: 29.05% | Prec: 12.70% | Rec: 15.87% | F1: 9.96%
Task: 4, Round: 74 | TrainLoss: 0.0862 | EvalLoss: 2.0546 | Acc: 29.05% | Prec: 12.69% | Rec: 15.87% | F1: 9.95%
Task: 5, Round: 75 | TrainLoss: 0.1024 | EvalLoss: 2.2225 | Acc: 26.65% | Prec: 10.39% | Rec: 12.03% | F1: 7.12%
Task: 5, Round: 76 | TrainLoss: 0.1008 | EvalLoss: 2.2163 | Acc: 26.31% | Prec: 5.94% | Rec: 11.23% | F1: 6.27%
Task: 5, Round: 77 | TrainLoss: 0.0999 | EvalLoss: 2.2121 | Acc: 26.27% | Prec: 6.21% | Rec: 11.16% | F1: 6.17%
Task: 5, Round: 78 | TrainLoss: 0.0992 | EvalLoss: 2.2108 | Acc: 26.24% | Prec: 5.97% | Rec: 11.14% | F1: 6.12%
Task: 5, Round: 79 | TrainLoss: 0.0987 | EvalLoss: 2.2100 | Acc: 26.20% | Prec: 5.98% | Rec: 11.11% | F1: 6.14%
Task: 5, Round: 80 | TrainLoss: 0.0984 | EvalLoss: 2.2103 | Acc: 25.15% | Prec: 6.33% | Rec: 10.39% | F1: 5.89%
Task: 5, Round: 81 | TrainLoss: 0.0981 | EvalLoss: 2.2081 | Acc: 25.12% | Prec: 6.78% | Rec: 10.36% | F1: 5.86%
Task: 5, Round: 82 | TrainLoss: 0.0979 | EvalLoss: 2.2052 | Acc: 25.11% | Prec: 6.81% | Rec: 10.35% | F1: 5.85%
Task: 5, Round: 83 | TrainLoss: 0.0978 | EvalLoss: 2.2047 | Acc: 25.08% | Prec: 6.91% | Rec: 10.33% | F1: 5.80%
Task: 5, Round: 84 | TrainLoss: 0.0977 | EvalLoss: 2.2040 | Acc: 25.01% | Prec: 6.97% | Rec: 10.29% | F1: 5.80%
Task: 5, Round: 85 | TrainLoss: 0.0976 | EvalLoss: 2.2045 | Acc: 24.91% | Prec: 6.70% | Rec: 10.22% | F1: 5.71%
Task: 5, Round: 86 | TrainLoss: 0.0975 | EvalLoss: 2.2031 | Acc: 24.86% | Prec: 6.79% | Rec: 10.18% | F1: 5.65%
Task: 5, Round: 87 | TrainLoss: 0.0974 | EvalLoss: 2.2034 | Acc: 24.69% | Prec: 6.66% | Rec: 10.07% | F1: 5.55%
Task: 5, Round: 88 | TrainLoss: 0.0973 | EvalLoss: 2.2024 | Acc: 24.46% | Prec: 6.25% | Rec: 9.90% | F1: 5.36%
Task: 5, Round: 89 | TrainLoss: 0.0972 | EvalLoss: 2.2002 | Acc: 24.36% | Prec: 6.15% | Rec: 9.84% | F1: 5.33%
