method_glfc, task_size_6, learning_rate_0.1, started_at_20260407_143526
Task: 0, Round: 0 | TrainLoss: 0.1635 | EvalLoss: 2.6689 | Acc: 24.22% | Prec: 7.03% | Rec: 31.72% | F1: 11.17%
Task: 0, Round: 12 | TrainLoss: 0.0056 | EvalLoss: 0.9066 | Acc: 57.46% | Prec: 47.43% | Rec: 66.59% | F1: 53.44%
Task: 0, Round: 13 | TrainLoss: 0.0052 | EvalLoss: 0.8995 | Acc: 57.43% | Prec: 47.53% | Rec: 66.57% | F1: 53.48%
Task: 0, Round: 14 | TrainLoss: 0.0049 | EvalLoss: 0.8499 | Acc: 57.47% | Prec: 47.44% | Rec: 66.60% | F1: 53.44%
Task: 0, Round: 15 | TrainLoss: 0.0175 | EvalLoss: 0.7421 | Acc: 57.48% | Prec: 64.33% | Rec: 66.61% | F1: 53.56%
Task: 0, Round: 16 | TrainLoss: 0.0048 | EvalLoss: 0.8125 | Acc: 57.53% | Prec: 64.25% | Rec: 66.64% | F1: 53.61%
Task: 0, Round: 17 | TrainLoss: 0.0046 | EvalLoss: 0.7793 | Acc: 57.48% | Prec: 64.27% | Rec: 66.62% | F1: 53.54%
Task: 0, Round: 18 | TrainLoss: 0.0293 | EvalLoss: 0.7230 | Acc: 57.48% | Prec: 64.34% | Rec: 66.62% | F1: 53.57%
Task: 0, Round: 19 | TrainLoss: 0.0044 | EvalLoss: 0.7765 | Acc: 57.54% | Prec: 64.58% | Rec: 66.65% | F1: 53.78%
Task: 1, Round: 20 | TrainLoss: 0.0718 | EvalLoss: 2.1106 | Acc: 30.98% | Prec: 19.57% | Rec: 25.38% | F1: 16.33%
Task: 1, Round: 21 | TrainLoss: 0.0655 | EvalLoss: 1.9018 | Acc: 42.87% | Prec: 16.30% | Rec: 33.05% | F1: 21.49%
Task: 1, Round: 22 | TrainLoss: 0.0614 | EvalLoss: 1.7513 | Acc: 43.04% | Prec: 21.95% | Rec: 33.17% | F1: 22.15%
Task: 1, Round: 23 | TrainLoss: 0.0585 | EvalLoss: 1.6710 | Acc: 43.07% | Prec: 26.26% | Rec: 33.35% | F1: 22.57%
Task: 1, Round: 24 | TrainLoss: 0.0569 | EvalLoss: 1.6145 | Acc: 43.12% | Prec: 34.27% | Rec: 33.83% | F1: 23.18%
Task: 1, Round: 25 | TrainLoss: 0.0559 | EvalLoss: 1.5665 | Acc: 52.41% | Prec: 44.83% | Rec: 40.88% | F1: 32.69%
Task: 1, Round: 26 | TrainLoss: 0.0552 | EvalLoss: 1.5251 | Acc: 52.44% | Prec: 45.09% | Rec: 41.16% | F1: 33.25%
Task: 1, Round: 27 | TrainLoss: 0.0546 | EvalLoss: 1.4886 | Acc: 52.69% | Prec: 45.07% | Rec: 42.20% | F1: 34.62%
Task: 1, Round: 28 | TrainLoss: 0.0542 | EvalLoss: 1.4657 | Acc: 53.08% | Prec: 44.97% | Rec: 45.33% | F1: 37.60%
Task: 1, Round: 29 | TrainLoss: 0.0538 | EvalLoss: 1.4469 | Acc: 53.21% | Prec: 45.90% | Rec: 46.38% | F1: 38.77%
Task: 1, Round: 30 | TrainLoss: 0.0585 | EvalLoss: 1.3720 | Acc: 54.00% | Prec: 44.53% | Rec: 46.79% | F1: 38.47%
Task: 1, Round: 31 | TrainLoss: 0.0539 | EvalLoss: 1.4106 | Acc: 53.87% | Prec: 45.96% | Rec: 47.25% | F1: 39.49%
Task: 1, Round: 32 | TrainLoss: 0.0534 | EvalLoss: 1.4112 | Acc: 53.92% | Prec: 46.27% | Rec: 47.50% | F1: 39.79%
Task: 1, Round: 33 | TrainLoss: 0.0531 | EvalLoss: 1.4040 | Acc: 54.22% | Prec: 46.58% | Rec: 47.88% | F1: 40.22%
Task: 1, Round: 34 | TrainLoss: 0.0529 | EvalLoss: 1.3887 | Acc: 54.09% | Prec: 46.32% | Rec: 47.83% | F1: 40.00%
Task: 1, Round: 35 | TrainLoss: 0.0630 | EvalLoss: 1.3199 | Acc: 54.34% | Prec: 45.04% | Rec: 47.96% | F1: 39.50%
Task: 1, Round: 36 | TrainLoss: 0.0532 | EvalLoss: 1.3811 | Acc: 54.32% | Prec: 46.47% | Rec: 47.99% | F1: 40.27%
Task: 1, Round: 37 | TrainLoss: 0.0528 | EvalLoss: 1.3870 | Acc: 54.33% | Prec: 46.59% | Rec: 48.07% | F1: 40.36%
Task: 1, Round: 38 | TrainLoss: 0.0675 | EvalLoss: 1.3353 | Acc: 54.30% | Prec: 46.30% | Rec: 47.87% | F1: 40.12%
Task: 1, Round: 39 | TrainLoss: 0.0531 | EvalLoss: 1.3871 | Acc: 53.96% | Prec: 46.43% | Rec: 47.72% | F1: 39.97%
Task: 2, Round: 40 | TrainLoss: 0.0789 | EvalLoss: 1.8502 | Acc: 42.87% | Prec: 26.32% | Rec: 31.26% | F1: 23.51%
Task: 2, Round: 41 | TrainLoss: 0.0699 | EvalLoss: 1.6774 | Acc: 59.74% | Prec: 32.37% | Rec: 37.68% | F1: 29.74%
Task: 2, Round: 42 | TrainLoss: 0.0669 | EvalLoss: 1.6388 | Acc: 41.37% | Prec: 31.28% | Rec: 33.99% | F1: 24.64%
Task: 2, Round: 43 | TrainLoss: 0.0656 | EvalLoss: 1.6244 | Acc: 44.58% | Prec: 36.37% | Rec: 38.19% | F1: 27.99%
Task: 2, Round: 44 | TrainLoss: 0.0648 | EvalLoss: 1.6186 | Acc: 44.79% | Prec: 29.69% | Rec: 38.13% | F1: 28.09%
Task: 2, Round: 45 | TrainLoss: 0.0643 | EvalLoss: 1.6133 | Acc: 44.83% | Prec: 29.62% | Rec: 38.16% | F1: 28.09%
Task: 2, Round: 46 | TrainLoss: 0.0638 | EvalLoss: 1.6004 | Acc: 44.99% | Prec: 35.63% | Rec: 39.29% | F1: 29.27%
Task: 2, Round: 47 | TrainLoss: 0.0634 | EvalLoss: 1.5975 | Acc: 45.03% | Prec: 35.95% | Rec: 38.69% | F1: 28.91%
Task: 2, Round: 48 | TrainLoss: 0.0630 | EvalLoss: 1.5895 | Acc: 45.89% | Prec: 42.37% | Rec: 43.76% | F1: 34.75%
Task: 2, Round: 49 | TrainLoss: 0.0626 | EvalLoss: 1.5719 | Acc: 46.05% | Prec: 42.47% | Rec: 43.93% | F1: 34.97%
Task: 2, Round: 50 | TrainLoss: 0.0651 | EvalLoss: 1.5399 | Acc: 46.18% | Prec: 43.09% | Rec: 45.64% | F1: 36.78%
Task: 2, Round: 51 | TrainLoss: 0.0623 | EvalLoss: 1.5648 | Acc: 46.11% | Prec: 42.73% | Rec: 44.78% | F1: 35.89%
Task: 2, Round: 52 | TrainLoss: 0.0620 | EvalLoss: 1.5482 | Acc: 46.56% | Prec: 48.54% | Rec: 44.63% | F1: 36.15%
Task: 2, Round: 53 | TrainLoss: 0.0617 | EvalLoss: 1.5290 | Acc: 46.50% | Prec: 48.98% | Rec: 45.65% | F1: 37.15%
Task: 2, Round: 54 | TrainLoss: 0.0615 | EvalLoss: 1.5257 | Acc: 46.70% | Prec: 48.76% | Rec: 45.40% | F1: 36.97%
Task: 2, Round: 55 | TrainLoss: 0.0662 | EvalLoss: 1.4697 | Acc: 46.74% | Prec: 49.43% | Rec: 50.14% | F1: 41.48%
Task: 2, Round: 56 | TrainLoss: 0.0613 | EvalLoss: 1.5092 | Acc: 47.59% | Prec: 49.40% | Rec: 48.21% | F1: 40.79%
Task: 2, Round: 57 | TrainLoss: 0.0611 | EvalLoss: 1.4958 | Acc: 47.77% | Prec: 49.67% | Rec: 49.98% | F1: 42.28%
Task: 2, Round: 58 | TrainLoss: 0.0680 | EvalLoss: 1.4344 | Acc: 47.05% | Prec: 49.74% | Rec: 50.85% | F1: 42.12%
Task: 2, Round: 59 | TrainLoss: 0.0609 | EvalLoss: 1.4878 | Acc: 47.12% | Prec: 49.68% | Rec: 49.80% | F1: 41.76%
Task: 3, Round: 60 | TrainLoss: 0.0791 | EvalLoss: 1.6786 | Acc: 45.41% | Prec: 35.14% | Rec: 37.77% | F1: 30.15%
